Survey name,Operator,Dates,Data type,Datum,North lat,South lat,East long,West long,SEGY size,Navigation size,SEGY zip,Navigation zip,URL
B-13-78-AT,Bureau of Ocean Energy Management,1978,2D Multichannel Seismic,North American Datum 1983 (NAD83),38.01331,37.68342,-73.95338,-74.2818,(82.1 MB),(18.9 KB),https://walrus.wr.usgs.gov/namss/data/1978/namss.B-13-78-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-13-78-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-13-78-at
B-13-79-LA,Bureau of Ocean Energy Management,1979,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.85439,27.71004,-88.16674,-93.74483,(712.4 MB),(1.0 MB),https://walrus.wr.usgs.gov/namss/data/1979/namss.B-13-79-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/03/b-13-79-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-13-79-la
B-13-88-LA,Bureau of Ocean Energy Management,1988,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.05731,27.90256,-92.00128,-92.39234,(11.5 GB),(1.3 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-13-88-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-13-88-la.zip,https://walrus.wr.usgs.gov/namss/survey/b-13-88-la
B-139-89-LA,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.52676,27.86779,-89.89372,-91.20517,(2.0 GB),(1.8 MB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-139-89-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/110000182161/L89-139.segp1,https://walrus.wr.usgs.gov/namss/survey/b-139-89-la
B-139a-89-LA,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.31418,27.40715,-88.4807,-93.22215,(1.4 MB),(119.9 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-139a-89-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/110711863841/GOMSEGY14-6.segp1,https://walrus.wr.usgs.gov/namss/survey/b-139a-89-la
B-139b-89-LA,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.07387,27.40715,-87.94216,-93.22215,(33.0 MB),(542.5 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-139b-89-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/111320708949/GOMSEGY16-2.segp1,https://walrus.wr.usgs.gov/namss/survey/b-139b-89-la
B-142-90-LA,Bureau of Ocean Energy Management,1990,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.35068,27.71952,-92.06994,-93.78339,(3.6 GB),(1.7 MB),https://walrus.wr.usgs.gov/namss/data/1990/namss.B-142-90-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/113241385485/L90_142_nav.segp1,https://walrus.wr.usgs.gov/namss/survey/b-142-90-la
B-142a-90-LA,Bureau of Ocean Energy Management,1990,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.57065,27.71302,-91.61299,-93.71942,(3.5 GB),(1.8 MB),https://walrus.wr.usgs.gov/namss/data/1990/namss.B-142a-90-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/113801164210/L90_142_GOMSEGY15-2B_Nav.segp1,https://walrus.wr.usgs.gov/namss/survey/b-142a-90-la
B-142b-90-LA,Bureau of Ocean Energy Management,1990,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.5712,27.81421,-92.56525,-93.78014,(3.7 GB),(1.7 MB),https://walrus.wr.usgs.gov/namss/data/1990/namss.B-142b-90-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/08/114257716793/L90_142_GOMSEGY15-2C_Nav.segp1,https://walrus.wr.usgs.gov/namss/survey/b-142b-90-la
B-14-75-AT,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,World Geodetic System 1984 (WGS84),35.42769,32.59385,-74.77249,-78.86609,(285.7 MB),(399.9 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-14-75-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/03/b-14-75-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-14-75-at
B-14-77-AT,Bureau of Ocean Energy Management,1977,2D Multichannel Seismic,North American Datum 1983 (NAD83),39.07831,38.19366,-72.37703,-73.57785,(11.7 MB),(12.4 KB),https://walrus.wr.usgs.gov/namss/data/1977/namss.B-14-77-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-14-77-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-14-77-at
B-14-80-AK,Bureau of Ocean Energy Management,1980,2D Multichannel Seismic,North American Datum 1983 (NAD83),61.95055,55.47585,-166.67784,-179.26343,(1.8 GB),(334.8 KB),https://walrus.wr.usgs.gov/namss/data/1980/namss.B-14-80-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/03/15/163659053617/80-14_all_nav_load.csv,https://walrus.wr.usgs.gov/namss/survey/b-14-80-ak
B-14-81-LA,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.72125,26.9367,-87.76568,-93.66318,(480.2 MB),(634.1 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-14-81-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-14-81-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-14-81-la
B-14-84-LA,Bureau of Ocean Energy Management,1984,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.28097,28.18209,-89.08465,-93.5495,(81.0 MB),(150.4 KB),https://walrus.wr.usgs.gov/namss/data/1984/namss.B-14-84-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-14-84-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-14-84-la
B-14-88-LA,Bureau of Ocean Energy Management,1988,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.28785,28.25014,-89.88259,-90.09585,(44.3 MB),(3.7 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-14-88-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-14-88-la.zip,https://walrus.wr.usgs.gov/namss/survey/b-14-88-la
B-14-89-LA,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.31418,27.40715,-88.4807,-93.22215,(22.8 MB),(119.9 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-14-89-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/150000495224/GOMSEGY14-6.segp1,https://walrus.wr.usgs.gov/namss/survey/b-14-89-la
B-14-93-LA,Bureau of Ocean Energy Management,1993,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.22589,27.88383,-92.99093,-93.15653,(7.4 GB),(2.0 KB),https://walrus.wr.usgs.gov/namss/data/1993/namss.B-14-93-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2018/08/24/163031271196/B-14-93-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-14-93-la
B-15-77-AK,Bureau of Ocean Energy Management,1977,2D Multichannel Seismic,North American Datum 1983 (NAD83),71.41279,69.71898,-140.90184,-156.04185,(13.7 GB),(149.4 KB),https://walrus.wr.usgs.gov/namss/data/1977/namss.B-15-77-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/06/08/120417081693/77-15.n83.nav.txt,https://walrus.wr.usgs.gov/namss/survey/b-15-77-ak
B-15-79-AT,Bureau of Ocean Energy Management,1979,2D Multichannel Seismic,North American Datum 1983 (NAD83),39.66176,37.82923,-71.95717,-74.13274,(137.8 MB),(161.3 KB),https://walrus.wr.usgs.gov/namss/data/1979/namss.B-15-79-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-15-79-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-15-79-at
B-15-81-AT,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1983 (NAD83),31.59281,24.06608,-76.73635,-83.3089,(326.7 MB),(58.2 KB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-15-81-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-15-81-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-15-81-at
B-15-87-AR,Bureau of Ocean Energy Management,1987,2D Multichannel Seismic,North American Datum 1983 (NAD83),71.93281,71.20848,-151.54878,-155.62019,(1.7 GB),(183.5 KB),https://walrus.wr.usgs.gov/namss/data/1987/namss.B-15-87-AR.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/03/18/87-15.n83,https://walrus.wr.usgs.gov/namss/survey/b-15-87-ar
B-15-88-LA,Bureau of Ocean Energy Management,1988,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.2741,28.18603,-88.74895,-88.85181,(73.9 MB),(1.1 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-15-88-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-15-88-la.zip,https://walrus.wr.usgs.gov/namss/survey/b-15-88-la
B-15-89-TX,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.36902,27.21504,-94.39779,-94.88829,(2.0 GB),(1.8 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-15-89-TX.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/161159519420/B-15-89-TX.zip,https://walrus.wr.usgs.gov/namss/survey/b-15-89-tx
B-15a-89-TX,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.56288,27.38176,-93.9073,-94.34823,(5.2 GB),(1.3 MB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-15a-89-TX.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/161250868699/B-15a-89-TX.zip,https://walrus.wr.usgs.gov/namss/survey/b-15a-89-tx
B-15c-89-TX,Bureau of Ocean Energy Management,1989,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.31418,27.40715,-88.4807,-93.22215,(2.2 MB),(119.9 KB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-15c-89-TX.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/163401873265/GOMSEGY14-6.segp1,https://walrus.wr.usgs.gov/namss/survey/b-15c-89-tx
B-16-76-AT,Bureau of Ocean Energy Management,1976,2D Multichannel Seismic,North American Datum 1983 (NAD83),38.99504,34.62177,-73.5456,-75.56547,(1.7 GB),(341.2 KB),https://walrus.wr.usgs.gov/namss/data/1976/namss.B-16-76-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-16-76-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-16-76-at
B-16-77-AT,British Petroleum,1977,2D Multichannel Seismic,North American Datum 1983 (NAD83),39.24403,38.85682,-72.53092,-72.97712,(279.7 MB),(109.0 KB),https://walrus.wr.usgs.gov/namss/data/1977/namss.B-16-77-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-16-77-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-16-77-at
B-16-88-LA,Bureau of Ocean Energy Management,1988,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.98507,27.86705,-89.81335,-91.36934,(1.7 GB),(1.3 MB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-16-88-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-16-88-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-16-88-la
B-16-91-TX,Bureau of Ocean Energy Management,1991,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.4191,28.17935,-93.70255,-93.99087,(18.3 GB),(2.5 KB),https://walrus.wr.usgs.gov/namss/data/1991/namss.B-16-91-TX.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/15/102423741425/B-16-91-TX.zip,https://walrus.wr.usgs.gov/namss/survey/b-16-91-tx
B-16A-87-MI,Bureau of Ocean Energy Management,1987,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.53936,26.95536,-85.47031,-88.7076,(2.1 GB),(1.1 MB),https://walrus.wr.usgs.gov/namss/data/1987/namss.B-16A-87-MI.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/06/01/105938153747/M87-16A.segp1,https://walrus.wr.usgs.gov/namss/survey/b-16a-87-mi
B-171-89-LA,Bureau of Ocean Energy Management,1989,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.15112,27.7409,-91.04197,-91.41563,(12.6 GB),(1.1 MB),https://walrus.wr.usgs.gov/namss/data/1989/namss.B-171-89-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/11/18/095344894466/B-171-89-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-171-89-la
B-17-75-AK,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1983 (NAD83),57.71171,54.36199,-159.13691,-167.83114,(10.5 GB),(229.3 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-17-75-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2016/06/06/121943052745/75-17.n83.nav.txt,https://walrus.wr.usgs.gov/namss/survey/b-17-75-ak
B-17-75-AT,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,World Geodetic System 1984 (WGS84),40.61887,35.16011,-72.41097,-75.48561,(448.4 MB),(144.9 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-17-75-AT.mcs.sparker.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-17-75-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-17-75-at
B-17-77-AT,Bureau of Ocean Energy Management,1977,2D Multichannel Seismic,North American Datum 1983 (NAD83),32.1574,32.04103,-79.55727,-79.74574,(148.7 MB),(57.4 KB),https://walrus.wr.usgs.gov/namss/data/1977/namss.B-17-77-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-17-77-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-17-77-at
B-17-82-LA,Bureau of Ocean Energy Management,1982,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.14631,28.32837,-89.44033,-90.55541,(132.2 MB),(223.6 KB),https://walrus.wr.usgs.gov/namss/data/1982/namss.B-17-82-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-17-82-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-17-82-la
B-17-84-LA,Bureau of Ocean Energy Management,1984,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.89987,28.58591,-88.49617,-88.84499,(11.1 MB),(6.5 KB),https://walrus.wr.usgs.gov/namss/data/1984/namss.B-17-84-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-17-84-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-17-84-la
B-17-85-LA,Bureau of Ocean Energy Management,1985,2D Multichannel Seismic,North American Datum 1927 (NAD27),27.39566,26.28645,-91.7383,-93.48671,(270.1 KB),(858.4 KB),https://walrus.wr.usgs.gov/namss/data/1985/namss.B-17-85-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/01/24/101543545858/GOM10-1_L85-017.segp1,https://walrus.wr.usgs.gov/namss/survey/b-17-85-la
B-18a-93-TX,Bureau of Ocean Energy Management,1993,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.96253,28.81223,-94.8509,-95.05937,(2.6 GB),(2.0 KB),https://walrus.wr.usgs.gov/namss/data/1993/namss.B-18a-93-TX.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2018/08/30/101741577838/B-18a-93-TX.zip,https://walrus.wr.usgs.gov/namss/survey/b-18a-93-tx
B-19-81-AK,Bureau of Ocean Energy Management,1981,2D Multichannel Seismic,North American Datum 1983 (NAD83),56.82063,55.22042,-160.63217,-168.69039,(10.4 GB),(1.4 MB),https://walrus.wr.usgs.gov/namss/data/1981/namss.B-19-81-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/03/16/120232419578/80-19_NAV-NAD83_new.csv,https://walrus.wr.usgs.gov/namss/survey/b-19-81-ak
B-19-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),29.19905,28.86173,-90.74957,-91.29989,(6.5 GB),(2.4 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-19-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/08/09/144927517777/B-19-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-19-94-la
B-19-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.87746,28.55027,-92.81782,-93.34365,(23.7 GB),(3.8 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-19-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/134041765465/B-19-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-19-95-la
B-19a-95-TX,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.02661,27.78027,-93.62601,-93.85683,(7.7 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-19a-95-TX.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/141248009186/B-19a-95-TX.zip,https://walrus.wr.usgs.gov/namss/survey/b-19a-95-tx
B-20-75-LA,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.70615,29.62007,-93.32667,-93.45369,(13.3 MB),(7.5 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-20-75-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-20-75-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-20-75-la
B-20-78-LA,Bureau of Ocean Energy Management,1978,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.67971,28.1289,-87.90721,-93.52063,(442.1 MB),(396.2 KB),https://walrus.wr.usgs.gov/namss/data/1978/namss.B-20-78-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-20-78-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-20-78-la
B-20-92-LA,Bureau of Ocean Energy Management,1992,3D Multichannel Seismic,North American Datum 1927 (NAD27),27.58541,27.26004,-90.28992,-91.37909,(17.9 GB),(1.8 KB),https://walrus.wr.usgs.gov/namss/data/1992/namss.B-20-92-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/04/03/112755736056/B-20-92-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20-92-la
B-20-93-LA,Bureau of Ocean Energy Management,1993,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.32129,28.03166,-89.09152,-89.34844,(11.9 GB),(2.1 KB),https://walrus.wr.usgs.gov/namss/data/1993/namss.B-20-93-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2018/08/27/131807804645/B-20-93-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20-93-la
B-20-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.21306,28.02582,-91.27536,-91.86453,(36.6 GB),(2.1 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-20-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/07/29/161534713465/B-20-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20-94-la
B-20-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.73675,28.31225,-91.3264,-91.8098,(18.1 GB),(4.4 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-20-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/141810011632/B-20-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20-95-la
B-20a-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.29603,28.11168,-91.25387,-91.53125,(277.1 GB),(2.0 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-20a-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/07/30/150443443075/B-20a-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20a-94-la
B-20a-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.61806,27.9707,-91.33298,-91.97294,(14.5 GB),(4.7 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-20a-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/142328463168/B-20a-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20a-95-la
B-20b-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.21378,28.07259,-91.28353,-91.40481,(516.3 MB),(3.6 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-20b-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/07/31/150827453650/B-20b-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-20b-94-la
B-21-75-LA,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.10406,29.00564,-89.47675,-89.71245,(24.3 MB),(11.2 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-21-75-LA.mcs.aquapulse.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-21-75-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-21-75-la
B-21-80-AK,Bureau of Ocean Energy Management,1980,2D Multichannel Seismic,North American Datum 1983 (NAD83),56.12303,55.13243,-162.58163,-164.12986,(79.7 MB),(52.4 KB),https://walrus.wr.usgs.gov/namss/data/1980/namss.B-21-80-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/03/15/103050264135/80-21_NAV-NAD83.csv,https://walrus.wr.usgs.gov/namss/survey/b-21-80-ak
B-21-80-LA,Bureau of Ocean Energy Management,1980,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.44299,29.26997,-88.22531,-88.87987,(4.2 MB),(40.5 KB),https://walrus.wr.usgs.gov/namss/data/1980/namss.B-21-80-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-21-80-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-21-80-la
B-21-83-LA,Bureau of Ocean Energy Management,1983,2D Multichannel Seismic,North American Datum 1927 (NAD27),29.17737,26.09115,-87.55914,-93.41922,(3.6 GB),(2.9 MB),https://walrus.wr.usgs.gov/namss/data/1983/namss.B-21-83-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-21-83-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-21-83-la
B-21-88-LA,Bureau of Ocean Energy Management,1988,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.21156,28.07931,-90.07547,-90.22775,(1.2 GB),(1.4 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-21-88-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-21-88-la.zip,https://walrus.wr.usgs.gov/namss/survey/b-21-88-la
B-22-75-AT,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,World Geodetic System 1984 (WGS84),39.47816,37.27581,-72.48754,-74.97537,(1.0 GB),(182.0 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-22-75-AT.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-22-75-at.segp1,https://walrus.wr.usgs.gov/namss/survey/b-22-75-at
B-22-75-LA,Bureau of Ocean Energy Management,1975,2D Multichannel Seismic,North American Datum 1927 (NAD27),28.77294,28.65648,-91.01254,-91.1593,(41.4 MB),(8.1 KB),https://walrus.wr.usgs.gov/namss/data/1975/namss.B-22-75-LA.mcs.aquapulse.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-22-75-la.segp1,https://walrus.wr.usgs.gov/namss/survey/b-22-75-la
B-22-80-LA,Bureau of Ocean Energy Management,1980,2D Multichannel Seismic,North American Datum 1927 (NAD27),30.00254,27.68214,-88.24084,-93.62486,(392.7 MB),(791.3 KB),https://walrus.wr.usgs.gov/namss/data/1980/namss.B-22-80-LA.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/02/07/121913682592/GOMSEGY05-1_L80-022.segp1,https://walrus.wr.usgs.gov/namss/survey/b-22-80-la
B-22-84-AK,Bureau of Ocean Energy Management,1984,2D Multichannel Seismic,North American Datum 1983 (NAD83),56.29524,54.44233,-164.45901,-167.00596,(871.6 MB),(119.6 KB),https://walrus.wr.usgs.gov/namss/data/1984/namss.B-22-84-AK.mcs.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2017/11/09/150905792199/84-22_NAV-NAD83.csv,https://walrus.wr.usgs.gov/namss/survey/b-22-84-ak
B-22-88-LA,Bureau of Ocean Energy Management,1988,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.51675,28.02935,-88.65571,-89.20327,(7.5 GB),(1.1 KB),https://walrus.wr.usgs.gov/namss/data/1988/namss.B-22-88-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2015/09/01/b-22-88-la.zip,https://walrus.wr.usgs.gov/namss/survey/b-22-88-la
B-22-94-LA,Bureau of Ocean Energy Management,1994,3D Multichannel Seismic,North American Datum 1927 (NAD27),29.71127,29.03261,-88.16101,-88.53542,(5.9 GB),(4.8 KB),https://walrus.wr.usgs.gov/namss/data/1994/namss.B-22-94-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2019/07/30/142552559674/B-22-94-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-22-94-la
B-22-95-LA,Bureau of Ocean Energy Management,1995,3D Multichannel Seismic,North American Datum 1927 (NAD27),28.14365,27.81765,-92.14489,-92.60439,(6.1 GB),(4.6 KB),https://walrus.wr.usgs.gov/namss/data/1995/namss.B-22-95-LA.mcs3d.airgun.zip,https://walrus.wr.usgs.gov/namss/media/navigation/2021/03/16/142519688629/B-22-95-LA.zip,https://walrus.wr.usgs.gov/namss/survey/b-22-95-la
